####gene WT_1 WT_2 WT_3 CTCF_4 CTCF_5 CTCF_6 Med12_7 Med12_8 Smc1_9 Smc1_10
uc009rcn.1 88 204 39 78 17 177 9 408 257 688
uc009rco.1 0 0 0 0 0 0 0 0 0 0
uc009rcp.1 5 3 0 0 0 1 2 0 3 6
uc009rcq.1 2 0 0 1 1 0 1 0 0 0
uc009rcr.1 0 0 0 0 0 0 0 0 0 0
uc009rcs.2 0 0 0 0 0 0 0 0 0 0
uc009rct.1 0 2 0 0 1 0 0 0 0 0
uc009rcu.1 0 0 0 0 0 0 0 0 0 0
uc009rcv.1 0 0 0 0 0 0 0 0 0 0
uc009rcw.1 0 0 0 0 0 0 0 0 0 0
uc009rcx.1 27 24 7 9 5 19 7 44 63 129
uc009rcy.1 0 0 0 2 1 0 0 4 2 7
uc009rcz.1 0 0 0 0 0 0 0 0 3 2
uc009rda.1 870 1823 361 372 92 878 29 1157 1355 3006
uc009rdb.1 1470 2946 468 592 144 1364 110 2715 2222 5202
uc009rdc.1 0 0 0 0 0 0 0 0 0 0
uc009rdd.1 4 2 1 3 4 4 6 3 18 33
uc009rde.1 0 1 0 0 0 3 0 0 4 11
uc009rdf.1 0 0 0 0 0 0 0 0 0 0
uc009rdg.1 0 0 0 0 0 0 0 2 2 1
uc009rdh.1 0 0 0 0 0 0 0 0 0 0
uc009rdi.1 0 0 0 0 0 0 0 0 0 3
uc009rdj.1 74 147 34 51 37 132 56 252 211 348
uc009rdk.2 1 1 0 0 0 1 0 0 0 0
uc009rdl.1 0 0 0 0 0 0 0 0 2 1
uc009rdm.1 3028 6152 1063 1552 597 3440 495 8141 4566 9333
uc009rdn.2 211 335 54 71 18 198 23 436 184 526
uc009rdo.2 8 11 7 3 4 15 0 9 7 15
uc009rdp.1 0 0 0 0 0 0 0 0 0 0
uc009rdq.2 1 12 1 2 1 7 2 3 40 77
uc009rdr.2 3 3 0 0 0 0 5 0 11 14
uc009rds.1 0 0 0 1 0 0 0 1 0 5
uc009rdt.2 0 0 0 0 0 0 0 0 0 0
uc009rdu.1 0 1 0 1 0 1 0 0 1 0
uc009rdv.2 7 7 0 1 0 3 2 1 6 3
uc009rdw.1 1 0 0 0 0 0 0 0 0 0
uc009rdx.1 52 119 17 24 5 34 1 58 53 109
uc009rdy.1 0 4 1 1 1 1 0 7 5 9
uc009rdz.1 36 82 13 21 0 49 0 81 76 193
uc009rea.1 0 0 0 0 0 0 0 0 0 0
uc009reb.1 87 178 35 98 60 154 65 296 231 391
uc009rec.1 8 9 2 2 2 2 0 0 4 3
uc009red.1 0 4 0 0 0 0 0 0 0 0
uc009ree.1 0 0 0 0 0 0 0 0 0 0
uc009ref.2 410 841 140 192 36 429 48 1035 649 1366
uc009reg.1 0 0 0 0 0 0 0 0 0 0
uc009reh.1 0 0 0 0 0 0 0 0 0 0
uc009rei.1 536 1147 162 268 124 620 154 1789 630 1446
uc009rej.2 0 0 0 0 0 0 0 1 0 0
uc009rel.1 0 0 0 0 0 0 0 0 0 0
uc009rem.1 0 0 0 0 0 0 0 0 0 0
uc009ren.1 0 0 0 0 0 0 0 0 0 0
uc009reo.1 0 0 0 0 0 0 0 0 0 0
uc009rep.2 0 0 0 0 0 0 0 0 0 0
uc009req.2 0 0 0 0 0 0 0 0 0 0
uc009rer.2 0 0 0 0 0 0 0 0 0 0
uc009res.2 0 0 0 0 0 0 0 0 0 0
uc009ret.1 0 0 0 0 0 0 0 0 0 0
uc009rev.2 0 0 0 0 0 0 0 0 0 0
uc009rew.1 3 0 0 0 0 2 1 0 1 4
uc009rex.1 21 76 15 20 2 56 17 93 63 115
uc009rey.1 2 3 0 0 0 7 0 6 2 18
uc009rez.1 0 0 0 0 0 0 0 0 0 0
uc009rfa.1 0 0 0 0 0 0 0 0 0 0
uc009rfb.1 2 1 0 0 0 2 0 1 3 10
uc009rfc.1 1 0 0 1 0 1 0 0 0 3
uc009rfd.1 0 0 0 0 0 0 0 0 0 0
uc009rfe.2 1 4 1 0 0 2 0 3 3 2
uc009rff.2 0 0 0 0 0 0 0 0 0 0
uc009rfg.2 0 0 0 0 0 0 0 0 0 0
uc009rfh.2 50 120 17 28 2 80 3 205 164 411
uc009rfi.1 4 2 1 0 0 0 0 0 2 5
uc009rfj.1 1 0 0 1 0 0 0 0 0 5
uc009rfl.1 0 0 0 0 0 0 0 0 0 0
uc009rfm.1 0 0 0 0 0 0 0 0 0 0
uc009rfn.2 0 0 0 0 0 0 0 0 0 0
uc009rfo.2 0 1 0 0 0 1 0 0 1 0
uc009rfp.1 4 33 8 6 0 14 7 17 17 36
uc009rfq.1 0 0 0 0 0 0 0 0 0 0
uc009rfr.1 4 14 1 0 0 7 0 2 3 21
uc009rfs.1 5 16 2 5 0 13 0 21 17 57
uc009rft.2 157 314 58 105 99 189 129 631 234 380
uc009rfv.1 1 0 0 0 0 1 0 1 1 0
uc009rfw.1 0 0 2 0 0 1 0 4 12 22
uc009rfx.1 0 0 0 0 0 0 0 0 0 0
uc009rfy.1 6 22 2 5 3 12 1 19 44 48
uc009rfz.1 0 0 0 0 0 0 0 0 0 0
uc009rga.1 0 0 0 0 0 0 0 0 0 0
uc009rgb.1 0 0 0 0 0 0 0 0 0 0
uc009rgc.1 1 0 0 1 0 0 0 0 0 6
uc009rgd.1 24 52 13 9 5 21 7 22 60 85
uc009rge.1 0 0 0 0 0 0 0 0 0 0
uc009rgf.1 55 119 21 49 34 82 11 49 231 289
uc009rgg.1 369 664 113 187 134 439 146 591 663 878
uc009rgh.1 1 1 1 0 1 5 0 3 0 0
uc009rgi.1 0 0 0 0 1 0 0 0 0 0
uc009rgj.1 12 8 0 3 2 5 3 4 4 8
uc009rgk.1 17 20 1 5 0 10 3 12 4 14
uc009rgl.1 2383 4943 839 1386 498 3406 609 6991 4108 8904
uc009rgm.1 61 115 22 51 10 111 4 194 133 278
uc009rgn.1 16 48 4 12 4 27 19 3 23 27
uc009rgo.1 0 0 0 0 0 0 0 0 0 0
uc009rgp.1 0 0 0 0 0 0 0 0 0 0
uc009rgq.1 0 0 0 0 0 0 0 0 0 0
uc009rgr.2 0 0 0 0 0 0 0 0 0 0
uc009rgs.1 74 120 20 31 3 78 3 155 124 335
uc009rgt.1 8 12 1 9 0 9 3 13 10 28
uc009rgu.1 0 0 0 0 0 0 0 0 0 0
uc009rgv.1 1 0 0 0 0 0 0 0 0 0
uc009rgw.1 0 0 0 1 0 0 0 0 0 0
uc009rgx.2 0 0 0 0 0 0 0 0 0 0
uc009rgy.2 0 0 0 0 0 0 0 0 0 0
uc009rgz.2 0 0 0 0 0 0 0 0 0 0
uc009rha.1 0 0 0 0 0 0 0 0 0 0
uc009rhb.2 0 0 0 0 0 0 0 2 2 6
uc009rhc.2 0 0 1 0 0 0 0 0 1 1
uc009rhe.1 0 0 0 0 0 0 0 0 0 0
uc009rhf.2 444 1033 182 208 72 459 92 1254 573 1205
uc009rhg.1 377 761 134 217 103 460 126 834 717 1471
uc009rhh.2 0 0 0 0 0 0 0 3 2 5
uc009rhi.2 0 0 0 0 0 0 0 0 0 0
uc009rhj.2 2 1 0 0 0 1 0 1 1 1
uc009rhl.1 26 52 11 4 0 6 0 12 27 51
uc009rhm.1 1 7 0 1 0 0 0 0 0 2
uc009rhn.1 0 0 0 0 0 0 0 0 0 0
uc009rho.1 0 3 0 0 1 4 0 5 2 4
uc009rhp.1 0 1 0 0 0 0 0 0 0 0
uc009rhq.1 0 0 0 0 0 0 0 0 0 0
uc009rhr.1 0 0 0 0 0 0 0 0 1 3
uc009rhs.1 11 23 4 9 1 23 2 51 45 90
uc009rht.1 0 0 0 0 0 0 0 0 0 0
uc009rhu.1 0 0 0 0 0 0 0 0 0 0
uc009rhv.1 0 0 0 0 0 0 0 0 0 0
uc009rhw.1 0 0 0 0 0 0 0 0 0 0
uc009rhy.2 0 1 0 0 0 0 0 0 0 3
uc009rhz.2 0 0 0 0 0 0 0 0 0 0
uc009ria.2 0 0 0 0 0 0 0 0 0 0
uc009rib.2 3 6 2 5 1 3 1 9 8 23
uc009ric.2 1 0 0 1 0 0 0 0 0 0
uc009rid.2 0 0 0 0 0 0 0 0 0 0
uc009rie.2 4 3 1 0 0 6 0 7 3 12
uc009rif.2 2 5 1 0 0 1 3 0 0 0
uc009rig.2 0 0 0 0 0 0 0 0 0 0
uc009rih.1 0 0 0 0 0 0 0 0 0 0
uc009rii.2 0 1 1 0 0 0 0 1 0 12
uc009rij.1 0 0 0 0 0 0 0 0 0 0
uc009rik.1 0 0 0 0 0 0 0 0 0 0
uc009ril.1 2 9 2 3 1 14 5 34 15 25
uc009rim.1 0 0 0 1 0 0 0 2 1 0
uc009rin.1 2 6 1 5 0 6 0 5 3 4
uc009rio.1 1 5 0 2 2 3 2 5 7 8
uc009rip.1 0 0 0 0 0 0 0 0 0 0
uc009riq.1 4 18 3 0 1 4 1 9 6 17
uc009rir.1 0 3 0 0 0 0 0 0 0 2
uc009ris.1 6 6 1 3 4 8 1 9 4 4
uc009rit.1 0 0 0 0 0 0 0 0 0 0
uc009riv.2 69 152 27 66 29 116 38 416 122 182
uc009riy.1 0 0 0 0 0 0 3 2 3 2
uc009riz.1 0 0 0 0 0 0 0 0 0 0
uc009rja.1 0 0 0 0 0 0 0 0 0 0
uc009rjb.2 0 0 0 0 0 0 0 0 0 0
uc009rjc.1 3044 6601 1114 1206 563 2781 354 4402 4103 7777
uc009rjd.1 0 2 0 1 1 0 0 0 4 4
uc009rjf.1 15 17 2 8 6 5 11 12 8 10
uc009rjg.1 0 0 0 0 0 0 0 0 0 0
uc009rjh.1 0 0 0 0 0 0 0 0 1 0
uc009rjj.2 0 0 0 0 0 0 0 0 0 0
uc009rjk.2 11 11 1 5 0 6 4 1 6 6
uc009rjl.2 0 0 0 0 0 0 0 0 0 0
uc009rjm.2 168 347 67 224 173 551 246 488 492 593
uc009rjn.1 0 3 0 1 0 9 2 0 1 2
uc009rjo.1 2 1 0 2 0 0 0 0 0 2
uc009rjp.1 404 834 136 217 234 546 284 662 311 387
uc009rjq.2 4 2 0 0 0 0 0 0 0 0
uc009rjr.2 0 0 0 0 0 1 0 0 0 0
uc009rjs.2 10 36 8 3 3 8 18 40 69 90
uc009rjt.2 561 791 136 326 268 720 422 316 1188 1260
uc009rju.1 0 0 0 0 0 0 0 0 0 0
uc009rjw.1 0 0 0 0 0 0 0 0 0 0
uc009rjx.1 0 0 0 0 0 0 0 0 0 1
uc009rjy.1 0 0 0 0 0 0 0 0 0 0
uc009rjz.1 0 0 0 0 0 0 0 0 0 2
uc009rka.1 0 0 0 0 0 0 0 0 0 0
uc009rkb.1 1497 2907 429 650 532 1535 920 1279 748 960
uc009rkc.2 0 0 0 1 0 0 0 0 0 0
uc009rkd.2 0 0 0 0 0 0 0 0 0 0
uc009rke.1 0 0 0 0 0 0 0 0 0 0
uc009rkf.1 5 4 1 0 0 4 0 0 1 0
uc009rkg.1 0 0 0 0 0 0 0 0 0 0
uc009rkh.1 0 0 0 0 0 0 0 0 0 0
uc009rki.2 1 0 1 0 0 2 0 1 0 2
uc009rkj.2 0 0 0 0 0 0 0 0 0 0
uc009rkk.1 0 0 0 0 0 0 0 0 0 0
uc009rkl.1 0 0 0 0 0 0 0 0 0 0
uc009rkm.1 2 1 0 0 1 0 1 0 2 3
uc009rkn.1 0 0 0 0 0 0 0 0 0 0
uc009rko.1 1314 2720 586 998 556 1997 574 2645 2357 3671
uc009rkp.2 1164 2522 476 830 359 1774 273 2630 1685 3313
uc009rkq.2 105 127 21 40 14 81 1 172 107 219
uc009rkt.1 0 2 0 0 0 4 0 8 3 8
uc009rku.1 20 17 1 7 6 10 13 3 18 19
uc009rkv.1 40 91 22 63 34 142 10 176 159 282
uc009rkw.1 2 2 1 0 1 0 0 2 1 12
uc009rkx.1 0 0 0 0 0 0 0 0 0 0
uc009rky.1 0 0 0 0 0 0 0 0 0 0
uc009rkz.1 0 0 0 0 0 0 0 0 0 0
uc009rla.1 1 0 0 0 0 0 0 2 5 5
uc009rlb.1 0 5 1 1 3 1 0 5 5 17
uc009rlc.1 1 1 0 0 2 2 0 0 9 3
uc009rld.1 0 0 0 0 0 0 0 0 0 0
uc009rle.2 0 0 0 0 0 0 0 0 0 0
uc009rlf.2 5 11 4 4 1 6 2 9 16 28
uc009rlg.1 1 2 0 8 9 12 4 16 22 18
uc009rli.2 0 0 0 0 0 0 0 0 0 0
uc009rlj.2 0 0 0 0 0 0 0 0 0 0
uc009rlk.1 328 594 73 121 159 315 247 237 543 590
uc009rll.1 0 2 0 0 0 1 0 0 2 2
uc009rlm.1 1 2 0 0 0 0 0 1 0 0
uc009rln.2 167 381 65 101 73 224 70 289 264 374
uc009rlo.1 0 0 0 2 1 1 0 0 0 0
uc009rlp.1 0 0 0 0 0 0 0 0 0 0
uc009rlq.1 13 20 4 3 1 11 3 14 61 66
uc009rlr.1 0 0 0 0 0 0 0 1 0 2
uc009rls.1 328 653 113 149 113 345 134 604 518 891
uc009rlt.1 0 1 0 2 1 1 1 3 4 5
uc009rlu.1 156 258 50 68 66 158 107 154 253 275
uc009rlv.1 0 0 0 0 0 0 0 0 0 0
uc009rlw.1 9 21 3 8 3 12 0 10 27 71
uc009rlx.1 0 0 0 0 0 0 0 0 0 0
uc009rly.1 0 0 0 0 0 0 0 0 0 0
uc009rlz.1 0 0 0 0 0 0 0 0 0 0
uc009rma.1 0 0 0 0 0 0 0 0 0 0
uc009rmb.1 0 0 0 0 0 0 0 0 0 0
uc009rmc.2 3 11 2 5 1 10 1 22 10 28
uc009rmd.1 863 1766 300 446 354 1135 599 1142 930 1056
uc009rme.1 1 0 0 0 0 1 1 0 0 2
uc009rmf.1 1 0 0 0 0 0 0 0 0 0
uc009rmg.1 0 0 0 0 0 0 0 0 0 0
uc009rmh.1 0 0 0 0 0 0 0 0 0 0
uc009rmi.1 0 1 0 1 0 1 0 0 1 8
uc009rmj.1 0 0 0 0 0 0 0 0 0 0
uc009rmk.1 1 1 1 0 0 0 0 1 0 1
uc009rml.1 503 773 154 322 296 631 475 514 880 1284
uc009rmm.1 0 0 0 0 0 0 0 0 0 0
uc009rmn.1 0 0 0 0 0 2 1 0 1 2
uc009rmo.2 0 0 0 0 0 3 0 1 3 0
uc009rmp.1 0 0 0 0 0 0 0 0 0 0
uc009rmq.2 0 0 0 0 0 0 0 0 0 0
uc009rmr.1 9 19 2 2 0 3 4 5 5 4
uc009rms.1 0 2 0 0 1 1 3 2 2 3
uc009rmt.1 5 10 0 4 2 8 3 3 10 9
uc009rmu.1 0 0 0 0 0 0 0 0 0 0
uc009rmv.2 0 0 0 0 0 0 0 0 0 0
uc009rmw.2 0 0 0 0 0 2 0 0 0 1
uc009rmx.2 0 0 0 0 0 0 0 0 0 0
uc009rmy.2 0 0 0 0 0 0 0 0 0 0
uc009rmz.2 47 89 16 25 6 74 3 104 164 419
uc009rna.2 0 0 0 0 0 0 0 0 0 0
uc009rnc.2 20 23 3 8 1 20 0 45 28 75
uc009rnd.2 0 0 0 0 0 0 0 0 0 0
uc009rne.2 14 33 7 6 3 13 0 32 25 62
uc009rnf.1 11 36 4 10 6 29 4 30 50 81
uc009rng.2 0 0 0 0 0 0 0 0 0 0
uc009rnh.2 4 1 0 0 0 2 0 2 1 2
uc009rni.1 0 0 0 0 0 0 0 0 0 0
uc009rnj.1 0 0 0 0 0 0 0 0 0 0
uc009rnk.1 0 0 0 0 0 0 0 0 0 0
uc009rnl.1 0 0 0 0 0 0 0 0 0 0
uc009rnm.1 0 0 0 0 0 0 0 0 0 0
uc009rnn.1 336 676 121 149 130 364 123 590 423 664
uc009rno.1 0 0 0 0 0 0 0 0 0 0
uc009rnp.1 0 0 0 0 0 1 0 0 0 0
uc009rnq.1 0 0 1 0 0 0 0 0 0 0
uc009rnr.2 0 0 0 0 0 0 0 0 0 0
uc009rnt.1 0 0 0 0 0 0 0 2 0 11
uc009rnu.2 0 0 0 0 0 0 0 2 0 1
uc009rnv.2 1 9 3 4 6 15 6 14 17 18
uc009rnw.1 1 1 2 1 3 6 1 5 4 6
uc009rnx.2 0 0 0 0 0 0 0 0 0 0
uc009rny.2 0 0 0 0 0 0 0 0 0 0
uc009rnz.1 0 0 0 0 0 1 0 0 0 0
uc009roa.1 0 1 0 0 1 0 4 0 4 0
uc009rob.1 3 11 1 1 0 7 3 12 19 29
uc009roc.1 0 0 0 0 0 0 0 0 0 0
uc009rod.1 0 0 0 0 0 0 0 0 0 0
uc009roe.1 0 0 0 0 0 0 0 0 0 0
uc009rof.1 0 0 0 0 0 0 0 0 0 0
uc009rog.1 3 0 0 0 0 0 0 0 0 0
uc009roh.1 0 0 0 0 0 0 0 0 0 0
uc009roi.2 0 0 0 0 0 0 0 0 0 0
uc009roj.2 0 0 0 0 0 0 0 0 0 0
uc009rok.2 0 0 0 0 0 1 0 0 0 0
uc009rol.1 0 0 0 0 0 0 0 0 0 0
uc009rom.1 8 16 5 5 4 4 6 6 14 17
uc009ron.1 2 0 0 1 0 1 0 1 0 4
uc009roo.1 3 4 0 3 1 16 6 3 11 19
uc009roq.1 0 0 0 0 0 0 0 0 0 0
uc009ror.2 12 15 1 4 3 3 5 11 6 4
uc009ros.2 0 0 0 0 0 0 0 0 0 0
uc009rot.2 0 0 0 0 0 0 0 0 0 0
uc009rou.2 0 0 0 0 0 0 0 0 0 0
uc009rov.1 33 70 19 37 12 45 52 75 60 79
uc009row.1 0 3 2 0 1 1 0 2 2 0
uc009rox.1 4 2 0 0 1 0 0 0 1 0
uc009roy.1 0 0 0 0 0 0 0 0 0 0
uc009roz.1 0 0 0 0 0 0 0 0 0 0
uc009rpa.1 0 0 0 0 0 0 0 0 0 0
uc009rpb.1 192 389 63 71 44 190 35 317 318 589
uc009rpc.1 1016 2039 321 383 269 900 322 1571 959 1277
uc009rpd.1 33 61 13 9 8 33 3 33 161 226
uc009rpe.2 2823 6647 1162 1471 590 3093 545 9414 4505 9931
uc009rpf.2 4056 7367 1341 1140 1007 2674 2002 4459 3130 4074
uc009rpg.2 1 10 1 5 0 8 0 4 8 32
uc009rph.2 20 8 3 1 0 5 0 6 10 5
uc009rpi.2 0 0 0 0 0 0 0 0 0 0
uc009rpj.2 0 0 0 0 0 0 0 0 0 3
uc009rpk.2 28 48 9 6 0 8 5 48 33 53
uc009rpl.2 35 90 21 40 14 74 16 200 134 299
uc009rpm.1 0 0 0 0 0 0 0 0 0 0
uc009rpn.1 0 2 0 1 3 3 0 2 9 6
uc009rpo.1 0 0 0 0 0 0 0 0 0 0
uc009rpp.1 0 0 0 0 0 0 0 0 0 0
uc009rpq.2 473 1180 201 267 195 591 387 849 1016 1432
uc009rpr.2 417 776 142 185 160 524 392 674 1755 1679
uc009rpt.2 0 0 0 0 0 0 0 0 0 0
uc009rpu.2 0 0 0 0 0 0 0 0 0 0
uc009rpv.2 0 0 0 0 0 0 0 0 0 0
uc009rpw.2 0 0 0 0 0 0 0 0 0 0
uc009rpx.1 0 0 0 0 0 0 0 0 0 0
uc009rpy.2 0 0 0 0 0 0 0 0 0 0
uc009rpz.2 3 7 0 2 0 6 0 9 2 5
uc009rqa.2 0 8 1 1 0 1 0 5 5 6
uc009rqb.2 0 0 0 0 0 0 0 0 0 0
uc009rqc.2 0 0 0 0 0 0 0 0 0 0
uc009rqd.2 1 0 0 0 0 1 0 0 0 1
uc009rqe.2 0 0 0 0 0 0 0 0 0 0
uc009rqf.1 7 15 5 2 3 10 4 4 13 6
uc009rqg.1 6832 12897 2048 2757 1897 6355 1810 12304 5759 10285
uc009rqh.1 221 320 67 23 23 88 100 302 301 378
uc009rqi.1 370 742 121 119 96 265 215 219 231 323
uc009rqj.1 1702 3281 557 706 636 1781 896 1380 1579 1860
uc009rqk.1 39 46 7 9 10 29 10 17 30 36
uc009rql.1 0 4 2 0 0 0 0 3 1 4
uc009rqm.1 0 1 1 0 0 1 0 1 2 5
uc009rqn.1 2 2 0 0 0 1 0 0 2 1
uc009rqo.1 0 0 0 0 0 0 0 0 0 0
uc009rqp.1 0 0 0 0 0 0 0 0 0 0
uc009rqq.1 1 5 0 1 1 7 3 15 6 32
uc009rqr.1 3 13 2 2 0 3 0 11 4 18
uc009rqs.1 537 1054 174 164 78 305 70 408 393 784
uc009rqt.1 1079 2182 391 792 310 1820 271 2687 1328 2733
uc009rqu.1 3 4 1 3 2 10 4 7 14 32
uc009rqv.1 0 0 0 0 0 0 0 0 0 0
uc009rqw.1 0 0 0 0 0 0 0 0 0 0
uc009rqx.1 2 3 1 2 0 1 0 2 3 4
uc009rqy.1 0 0 0 0 0 0 0 0 0 0
uc009rqz.1 102 180 43 84 58 154 90 159 263 263
uc009rra.1 6 1 2 1 0 5 0 4 9 20
uc009rrb.1 85 194 38 80 65 182 68 144 231 194
uc009rrc.1 0 0 0 0 0 0 0 0 0 0
uc009rrd.1 0 0 0 0 0 0 0 0 0 0
uc009rre.2 14 19 5 9 16 51 15 20 29 31
uc009rrf.1 0 0 0 1 0 0 0 2 1 0
uc009rrg.1 3079 6160 1188 1294 922 3041 1802 4142 3538 4279
uc009rrh.1 43 85 19 42 26 77 62 70 193 177
uc009rri.1 0 0 0 0 0 0 0 0 0 0
uc009rrj.1 0 0 0 0 0 0 0 0 1 0
uc009rrk.1 0 0 0 0 0 0 0 0 0 0
uc009rrm.1 0 0 0 0 0 0 0 0 0 0
uc009rrn.1 0 0 0 0 0 0 0 0 0 0
uc009rro.1 0 0 0 0 0 0 0 0 0 0
uc009rrp.1 0 0 0 0 0 0 0 0 0 0
uc009rrq.1 0 0 0 0 0 1 0 0 3 2
uc009rrr.1 0 0 0 0 0 0 0 0 0 0
uc009rrs.1 0 0 0 0 0 0 0 0 0 0
uc009rrt.1 0 0 0 0 0 0 0 0 1 2
uc009rru.2 0 0 0 0 0 0 0 0 0 0
uc009rrv.2 0 0 0 0 0 0 0 0 0 0
uc009rrw.1 1166 2499 362 602 251 1328 389 3376 1430 3981
uc009rrx.2 87 179 28 55 40 113 62 121 192 212
uc009rrz.2 349 769 122 374 322 876 477 613 1690 1654
uc009rsa.1 0 0 0 0 0 0 0 0 0 0
uc009rsb.1 0 0 0 0 0 0 0 0 0 0
uc009rsc.1 0 0 0 0 0 0 0 0 0 0
uc009rsd.1 0 0 0 0 0 0 0 0 0 0
uc009rse.1 0 0 0 0 0 0 0 0 0 0
uc009rsf.1 0 0 0 0 0 0 0 0 0 0
uc009rsg.2 0 0 0 0 0 0 0 0 0 0
uc009rsh.2 0 0 0 0 0 0 0 0 0 0
uc009rsi.1 0 0 0 0 0 0 0 0 0 0
uc009rsj.1 0 1 0 0 0 0 0 0 0 2
uc009rsk.1 0 1 0 0 0 0 0 0 0 0
uc009rsl.1 0 1 0 0 0 0 0 0 1 0
uc009rsm.2 0 0 0 0 0 0 0 0 0 0
uc009rsn.1 0 0 0 0 0 0 0 0 0 1
uc009rso.1 0 0 0 0 0 0 0 0 0 0
uc009rsp.1 0 0 0 0 0 0 0 0 1 0
uc009rsq.1 0 0 0 0 0 0 0 0 0 0
uc009rsr.1 0 0 0 0 0 0 0 0 0 0
uc009rss.1 0 0 0 0 0 0 0 0 0 0
uc009rst.1 11 10 1 3 2 3 1 6 2 2
uc009rsu.1 0 0 0 0 0 0 0 0 0 0
uc009rsv.2 0 0 0 0 0 0 0 0 0 0
uc009rsw.1 556 944 152 231 121 501 150 703 381 663
uc009rsx.1 2 19 2 2 2 7 7 16 6 23
uc009rsy.2 8 16 1 8 0 27 0 14 20 46
uc009rsz.2 0 0 0 0 0 0 0 0 0 0
uc009rta.2 0 0 0 0 0 0 0 0 0 0
uc009rtb.2 0 0 0 0 0 0 0 0 0 0
uc009rtc.1 0 0 0 0 0 0 0 0 0 0
uc009rtd.1 0 0 0 0 0 0 0 0 0 0
uc009rte.1 0 0 0 0 0 0 0 0 0 0
uc009rtf.1 1 2 1 1 0 2 0 5 5 1
uc009rtg.1 16 22 4 7 2 8 13 6 7 6
uc009rth.1 0 0 0 0 0 0 0 0 0 0
uc009rti.1 1 5 2 0 0 0 0 4 5 11
uc009rtj.1 1 9 0 6 4 6 3 1 9 9
uc009rtk.1 0 0 0 0 0 0 0 0 0 0
uc009rtl.1 0 0 0 0 0 0 0 0 0 0
uc009rtm.1 10 18 7 5 3 5 0 25 9 23
uc009rtn.1 0 1 0 0 0 0 0 1 2 0
uc009rto.1 16 25 2 7 1 10 2 9 12 21
uc009rtp.1 0 0 0 0 0 0 0 0 0 0
uc009rtq.2 5 0 2 0 1 1 0 0 1 3
uc009rtr.2 0 0 0 0 0 0 0 0 0 0
uc009rts.2 0 0 0 0 0 0 0 0 0 0
uc009rtt.1 0 0 0 0 1 0 0 0 0 0
uc009rtu.1 0 3 0 1 0 2 0 1 4 2
uc009rtv.1 0 0 0 0 0 0 0 0 0 0
uc009rtw.2 0 0 0 0 0 0 0 0 0 0
uc009rtx.2 0 0 0 0 0 0 0 0 0 0
uc009rty.1 156 399 69 194 108 362 101 348 520 545
uc009rtz.2 0 0 0 0 0 0 0 0 0 0
uc009rua.1 0 0 0 0 0 0 0 0 0 0
uc009rub.1 0 0 0 0 0 0 0 0 0 0
uc009ruc.2 0 0 0 0 0 0 0 0 0 0
uc009rud.2 0 0 0 0 0 0 0 0 0 0
uc009rue.2 2 8 0 0 0 1 1 2 0 7
uc009ruf.2 0 0 0 0 0 0 0 0 0 0
uc009rug.2 1671 3614 635 941 147 1780 111 5348 3154 7970
uc009ruh.1 5 6 2 1 1 5 0 10 6 19
uc009rui.1 0 0 0 0 0 0 0 0 0 0
uc009ruj.1 0 7 1 3 0 3 0 6 9 16
uc009ruk.1 131 244 47 53 46 106 116 125 272 391
uc009rul.2 0 0 0 0 0 1 0 0 0 1
uc009rum.2 321 622 100 145 113 371 269 432 327 422
uc009run.1 0 0 0 0 0 0 0 0 0 0
uc009ruo.1 0 0 0 2 2 2 2 0 4 0
uc009rup.1 0 0 0 0 0 0 0 0 0 0
uc009ruq.1 0 0 0 0 0 0 0 0 0 0
uc009rur.1 3 1 1 5 6 18 2 0 36 52
uc009rus.1 5 12 1 15 2 26 2 22 18 23
uc009rut.2 1 2 1 2 0 3 2 2 1 0
uc009ruu.2 0 0 0 0 0 0 0 0 0 0
uc009ruv.1 0 0 0 0 0 1 0 4 1 2
uc009ruw.1 0 0 0 0 0 0 0 0 0 0
uc009rux.1 0 0 0 0 0 0 0 0 0 0
uc009ruy.1 0 0 0 0 0 0 0 0 0 0
uc009ruz.1 0 0 0 0 0 0 0 0 0 0
uc009rva.1 39 64 9 11 11 26 27 35 38 59
uc009rvb.1 0 0 0 0 0 0 0 0 0 0
uc009rvc.2 0 0 0 0 0 0 0 0 0 0
uc009rvd.2 0 0 0 0 0 0 0 0 0 0
uc009rve.2 0 0 0 0 0 0 0 0 0 0
uc009rvf.2 0 3 3 0 1 3 4 3 7 2
uc009rvg.1 0 0 0 0 0 0 0 0 0 0
uc009rvh.1 348 855 145 93 38 229 32 335 64 168
uc009rvj.1 1 0 1 4 3 1 1 1 2 1
uc009rvk.1 0 0 0 0 0 0 0 0 0 0
uc009rvl.1 0 0 0 0 0 0 0 0 0 0
uc009rvm.2 0 0 0 0 0 0 0 0 0 0
uc009rvn.2 0 0 0 0 0 0 0 0 0 3
uc009rvo.2 6 2 0 3 0 3 0 1 6 6
uc009rvp.2 7 2 0 0 0 2 0 5 2 9
uc009rvq.2 9 17 3 14 0 17 1 15 12 33
uc009rvr.1 100 220 31 68 13 149 12 245 283 697
uc009rvs.1 0 0 0 0 0 0 0 0 0 0
uc009rvt.2 12 28 8 19 8 39 10 32 85 130
uc009rvu.1 0 0 0 0 0 0 0 1 3 4
uc009rvv.2 5 11 5 4 1 7 0 6 1 4
